59.166.0.9,7045,149.171.126.7,25,tcp,FIN,0.201886,37552,3380,31,29,18,8,smtp,1459437.5,130766.8672,52,42,255,255,1422136554,3572668484,722,80,0,0,456.043567,15.530109,1424250009,1424250009,3.943843,4.912488,0.00059,0.000473,0.000117,0,0,,, ,2,2,7,4,1,1,3,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,0.000009,264,0,60,0,0,0,dns,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,1424262007,1424262007,0.009,0,0,0,0,0,0,,, ,19,19,19,19,19,10,19,,0
59.166.0.5,37683,149.171.126.9,143,tcp,FIN,0.791752,7806,15460,31,29,30,32,-,78236.625,154977.8281,122,126,255,255,3822336268,1678000092,64,123,0,0,441.24624,437.14692,1424262006,1424262007,6.54062,6.329704,0.000811,0.000536,0.000275,0,0,,, ,4,2,1,1,1,1,1,,0
59.166.0.0,36106,149.171.126.4,53,udp,CON,0.001006,132,164,31,29,0,0,dns,524850.9375,652087.5,2,2,0,0,0,0,66,82,0,0,0,0,1424262007,1424262007,0.009,0.007,0,0,0,0,0,,, ,1,3,1,1,1,1,1,,0
59.166.0.8,19392,149.171.126.8,6881,tcp,FIN,0.017907,1540,1644,31,29,4,4,-,645110.875,693806.9375,16,18,255,255,3886532241,3890906290,96,91,0,0,71.149358,2.068938,1424262007,1424262007,1.1732,1.026706,0.000561,0.00045,0.000111,0,0,,, ,2,5,2,3,2,1,2,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,0.000006,264,0,60,0,0,0,dns,176000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424262007,1424262007,0.006,0,0,0,0,0,0,,, ,19,19,19,19,19,9,19,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,0.000009,264,0,60,0,0,0,dns,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,1424262007,1424262007,0.009,0,0,0,0,0,0,,, ,19,19,19,19,19,10,19,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,0.000009,264,0,60,0,0,0,dns,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,1424262007,1424262007,0.009,0,0,0,0,0,0,,, ,19,19,19,19,19,10,19,,0
175.45.176.3,60904,149.171.126.19,110,tcp,FIN,2.417767,1386,82022,62,252,7,37,pop3,4433.843262,267919.9375,30,78,255,255,1272741086,2045034734,46,1052,0,0,5974.841181,3676.933458,1424262005,1424262007,83.341933,30.641921,0.109682,0.05833,0.051352,0,1,,, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,38524,149.171.126.17,80,tcp,FIN,0.596906,78453,698,254,252,30,1,http,1035539.938,8778.601562,66,16,255,255,3511618608,441256212,1189,44,1,0,1154.737278,57.389121,1424262006,1424262007,9.168769,35.192801,0.116545,0.069005,0.04754,0,1,1,, ,1,1,1,2,1,1,1,Exploits,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424262008,1424262008,0.008,0,0,0,0,0,2,,, ,16,16,16,16,16,16,16,Generic,1
