59.166.0.1,18247,149.171.126.4,7662,tcp,FIN,0.119596,4550,68342,31,29,7,33,-,300478.2813,4514398.5,78,80,255,255,1818376620,1818657356,58,854,0,0,87.137592,85.643619,1424231129,1424231129,1.549156,1.50719,0.000644,0.000521,0.000123,0,0,,, ,6,2,2,5,1,1,2,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.2,35939,149.171.126.13,25,tcp,FIN,2.242256,115701,2412,62,252,50,8,smtp,408909.625,8355.870117,106,34,255,255,897246476,3530708774,1092,71,0,0,2311.506618,102.263344,1424233506,1424233508,21.354819,66.103875,0.069293,0.051683,0.01761,0,1,,, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.0,46026,149.171.126.16,111,udp,INT,0.000007,168,0,254,0,0,0,-,96000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1424233508,1424233508,0.007,0,0,0,0,0,2,,, ,1,1,1,1,1,1,1, Reconnaissance ,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233508,1424233508,0.009,0,0,0,0,0,2,,, ,28,28,25,25,25,25,28,Generic,1
59.166.0.4,7365,149.171.126.6,25,tcp,FIN,1.282891,37182,3172,31,29,18,8,smtp,227405.125,19262.74219,52,38,255,255,481760679,2658140352,715,83,0,0,2347.874276,79.248797,1424233507,1424233508,25.65098,34.658594,0.000657,0.00052,0.000137,0,0,,, ,2,2,4,3,1,1,1,,0
59.166.0.0,23359,149.171.126.2,53,udp,CON,0.001027,146,178,31,29,0,0,dns,568646.5625,693281.375,2,2,0,0,0,0,73,89,0,0,0,0,1424233508,1424233508,0.009,0.007,0,0,0,0,0,,, ,1,1,1,1,1,1,1,,0
59.166.0.8,12265,149.171.126.8,35162,tcp,FIN,0.015873,2854,29168,31,29,7,17,-,1407169.375,14394758,46,48,255,255,3111330699,962054023,62,608,0,0,19.817433,19.466437,1424233508,1424233508,0.345533,0.331652,0.000746,0.000609,0.000137,0,0,,, ,3,1,2,2,1,1,1,,0
59.166.0.4,55299,149.171.126.0,53,udp,CON,0.00103,130,162,31,29,0,0,dns,504854.3438,629126.1875,2,2,0,0,0,0,65,81,0,0,0,0,1424233508,1424233508,0.005,0.004,0,0,0,0,0,,, ,4,2,2,3,1,1,1,,0
59.166.0.9,12735,149.171.126.5,4156,udp,CON,0.001654,544,304,31,29,0,0,-,1973397.75,1102781.125,4,4,0,0,0,0,136,76,0,0,0.603869,0.263287,1424233508,1424233508,0.431,0.190667,0,0,0,0,0,,, ,3,3,5,3,1,1,3,,0
